2,0,6,7,0,8,9,9,0,0,16,0,21,0,0,0,27,28,29,0,0,0,30,32,0,32,33,43,43,0,0,0,46,0,50,0,0,55,57,58,0,59,0,0,64,0,0,0,0,0,71,0,75,0,0,0,77,0,79,0,82,83,0,0,90,91,0,0,97,0,0,99,0,0,104,104,0,108,0,109,110,0,0,0,0,0,0,117,119,119,120,121,128,129,131,0,0,134,134,0,138,144,144,0,0,151,153,0
2,0,6,7,0,8,9,9,10,0,0,0,21,0,0,0,27,28,29,0,29,0,0,32,0,32,0,43,43,43,43,44,46,0,50,0,0,0,57,58,59,0,0,62,64,0,0,0,0,0,71,74,75,0,0,77,77,0,79,0,0,83,0,0,0,91,0,0,97,0,99,0,0,103,0,104,0,0,0,0,110,0,0,0,116,0,0,0,0,119,0,0,128,129,131,0,0,0,134,136,138,144,144,0,147,151,0,0
2,0,6,7,0,8,0,9,0,0,16,20,21,21,0,0,0,28,29,29,0,0,0,0,0,32,33,43,43,43,0,0,46,47,50,0,52,55,0,58,59,59,60,0,64,0,65,0,0,0,71,0,75,0,0,77,0,0,0,0,82,0,0,0,90,91,0,0,97,0,0,99,0,0,104,0,0,0,108,0,110,0,0,0,116,0,0,0,119,119,0,121,128,129,131,0,0,134,134,0,0,144,144,146,0,151,153,0
2,0,6,7,0,0,0,9,0,12,16,0,21,0,0,0,27,28,0,29,0,0,0,32,0,32,33,43,43,43,43,44,46,0,50,0,0,0,0,58,59,59,60,0,64,0,0,0,0,69,0,74,75,0,0,0,77,0,79,82,0,0,0,88,90,0,0,0,0,0,0,0,0,0,104,104,0,108,108,0,0,110,0,0,116,116,0,117,0,119,0,0,128,129,0,0,0,134,134,136,0,144,144,0,0,151,0,153
2,0,0,7,8,8,9,0,0,0,0,0,21,0,0,0,27,28,29,0,0,0,0,0,0,32,33,0,43,0,0,0,46,0,50,0,52,55,0,0,0,59,0,0,64,0,0,0,0,0,0,74,75,0,0,77,77,0,79,0,82,83,0,0,0,91,0,0,0,0,0,99,0,0,0,104,0,0,0,0,110,0,0,0,116,0,0,0,119,119,0,0,128,129,0,0,0,0,0,0,138,144,0,146,0,151,0,153
2,0,6,7,0,8,9,9,0,0,16,0,21,0,22,0,27,28,29,0,0,0,0,32,0,32,0,0,43,43,0,0,46,0,50,0,0,55,0,58,59,0,0,0,64,0,0,0,0,69,71,0,75,0,0,0,77,0,0,0,82,83,0,0,90,91,0,0,97,0,99,0,0,0,104,0,0,108,108,0,110,0,0,0,0,0,0,0,119,119,0,0,128,0,131,0,0,134,134,0,138,144,0,0,0,151,153,0
2,0,6,7,0,8,0,9,0,0,16,0,21,0,22,0,27,28,29,0,29,29,0,0,0,32,33,43,43,0,0,44,46,47,50,0,0,0,0,58,59,59,60,62,64,0,65,0,68,0,0,0,75,76,77,0,0,0,79,82,82,0,84,0,90,91,0,0,97,0,99,0,0,0,104,104,0,0,0,109,110,0,0,0,116,0,0,117,119,0,0,0,128,129,131,0,0,134,134,0,138,144,144,0,0,0,0,153
2,0,0,7,0,8,9,9,10,12,16,0,0,0,0,0,0,28,0,0,29,0,0,0,0,32,33,43,43,43,43,0,46,0,50,0,52,0,57,0,0,0,0,0,64,0,0,0,0,0,0,0,75,0,0,0,77,0,79,0,82,0,0,0,0,91,0,0,97,98,0,99,0,103,104,104,0,0,108,0,110,110,0,0,0,0,0,0,119,119,120,121,0,129,0,0,0,134,0,0,0,144,144,0,0,151,153,0
0,0,6,0,0,8,0,9,0,0,16,0,21,0,0,0,27,28,0,0,0,29,30,32,0,32,0,43,43,43,0,44,46,0,50,0,52,0,0,0,59,59,0,0,0,64,0,0,0,69,0,0,75,0,0,77,77,0,79,0,82,83,0,0,0,91,0,0,97,0,0,0,0,103,104,104,0,0,108,109,110,110,0,0,116,116,0,0,0,0,0,0,128,129,131,0,0,134,134,136,0,144,144,0,0,151,0,0
2,5,0,7,8,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,30,0,0,32,0,43,43,0,43,44,46,47,50,0,52,0,0,58,0,0,60,62,0,64,0,0,0,69,0,0,75,0,0,77,77,0,79,0,82,83,0,0,0,0,0,0,97,98,99,0,0,103,0,104,0,108,0,109,110,110,0,0,0,0,0,117,119,119,0,121,128,0,131,0,0,134,0,0,138,144,144,0,0,151,153,0
2,0,6,7,0,8,0,9,0,0,16,20,0,0,22,0,27,28,29,0,29,29,30,32,0,32,0,43,43,43,43,44,46,47,0,0,52,0,0,0,59,59,60,62,64,0,0,0,0,0,0,0,75,0,77,77,77,79,79,82,82,83,0,0,90,91,0,0,97,98,0,0,0,0,0,0,0,0,108,0,110,0,0,0,116,0,0,117,0,119,120,0,128,129,131,0,0,0,134,0,138,144,0,0,0,0,0,0
