4,0,0,0,0,0,0,6,0,0,0,0,0,9,9,0,10,0,0,0,11,11,11,0,0,12,13,13,13,13,0,0,15,16,16,0,17,0,0,0,0,0,0,19,20,0,20,20,20,0,0,22,0,0,0,22,23,23,23,0,24,0,0,0,0,0,28,0,0,0,29,0,0,29,0,30,30,30,31,0,0,32,0,33,0,0,0,0,36,0,38,38,39,39,0,40,0,0,0,41,41,42,42,42,43,0,46,46,47,0,0,48,48,0,49,50,50,50,0,52,0,0,53,0,55,56,56,56,0,57,0,0,57,0,58,59,60,60,60,0,0,61
4,4,4,0,0,5,0,6,6,0,0,7,0,9,9,0,10,0,0,0,0,11,11,0,12,0,0,0,13,13,0,0,0,16,16,16,0,0,17,0,0,0,0,0,0,0,20,0,20,21,0,0,22,0,22,22,23,23,23,0,24,0,27,0,0,28,28,28,0,0,0,0,0,29,0,30,30,30,31,32,0,32,0,33,35,0,0,0,0,0,38,0,39,0,0,40,0,40,0,0,41,0,42,0,43,0,0,46,0,48,0,48,0,0,49,50,50,0,0,52,52,52,53,53,55,56,56,56,0,57,0,0,0,58,58,59,0,60,60,0,0,61
0,0,0,5,0,5,5,6,0,0,0,0,0,0,9,9,0,0,10,0,11,11,11,0,0,0,0,13,13,13,14,0,0,16,0,16,17,0,0,0,0,18,0,19,0,20,20,20,20,0,22,22,22,0,0,22,23,0,0,0,24,26,0,0,0,0,28,28,28,0,0,29,29,29,0,30,30,0,31,0,0,32,32,0,35,0,0,0,36,0,38,0,39,0,0,40,0,40,0,41,41,42,42,42,43,0,46,46,47,48,0,48,48,48,49,50,0,0,0,0,52,52,0,0,55,56,56,56,56,57,57,57,57,58,58,59,0,60,60,0,0,61
4,0,4,0,0,0,5,0,6,0,0,0,0,9,9,0,10,0,0,0,11,11,11,0,0,12,13,13,13,0,14,0,15,16,16,16,17,0,17,18,0,18,19,19,0,0,20,20,20,0,0,22,0,22,22,22,23,23,23,0,0,26,0,27,28,0,28,28,0,28,0,29,29,29,0,30,30,30,31,0,0,32,32,33,0,0,0,0,36,0,38,0,39,39,0,40,0,40,0,0,41,0,42,0,43,0,0,0,0,48,0,0,0,48,49,50,50,50,51,52,52,52,0,53,0,56,0,56,0,57,0,0,0,0,58,59,0,60,60,0,0,61
4,4,4,0,0,0,0,6,6,6,0,7,0,0,9,0,10,10,0,0,11,11,11,12,12,12,13,13,0,0,0,0,0,16,16,16,17,0,17,0,0,18,19,19,0,20,20,20,20,0,22,22,22,22,22,22,0,23,23,0,24,26,0,0,28,0,0,28,28,0,0,0,0,29,0,0,30,0,31,0,0,32,0,0,0,0,0,35,36,0,0,0,39,39,0,0,40,40,0,41,0,0,42,42,43,0,0,0,47,0,0,48,48,0,0,0,50,0,0,52,52,0,0,53,0,56,0,56,0,57,0,0,57,0,0,59,0,60,60,0,0,61
4,4,4,0,0,5,5,6,0,6,0,0,0,0,9,0,10,10,0,0,11,11,11,0,0,0,0,13,13,0,0,0,0,16,16,16,17,0,0,0,0,0,0,19,0,0,20,20,0,0,22,22,0,0,22,22,0,23,0,0,0,0,0,0,28,0,28,28,0,0,29,29,0,29,0,30,30,0,0,0,0,32,32,33,0,35,35,0,0,0,38,38,39,0,0,40,40,40,0,41,41,0,42,42,0,0,0,0,47,48,0,48,48,48,0,0,50,50,0,52,52,52,0,53,0,56,0,56,0,57,0,57,57,0,58,59,60,60,60,0,0,61
4,4,0,0,0,5,0,6,6,6,0,0,0,9,9,0,10,0,0,0,11,11,11,0,12,0,0,0,13,0,14,0,0,0,16,0,17,0,17,0,0,0,19,19,0,20,20,20,20,0,0,22,0,22,22,0,23,23,0,0,24,0,27,0,28,0,28,0,28,0,0,29,29,29,0,30,30,30,31,0,0,32,0,0,0,0,0,35,36,0,0,0,39,0,0,40,40,0,0,41,0,0,42,42,43,0,46,0,47,48,0,0,48,48,49,50,50,50,0,52,52,0,0,0,55,56,0,56,0,57,0,0,57,0,58,59,0,60,60,0,0,61
0,0,0,5,0,0,5,6,0,0,0,0,0,0,9,0,10,0,0,0,0,11,11,0,0,12,0,0,13,0,0,0,15,16,16,0,17,17,17,0,0,0,0,0,0,0,0,20,20,0,22,22,22,22,22,0,23,23,23,0,24,0,0,0,0,0,28,0,0,0,0,29,0,29,0,30,30,0,0,0,0,32,32,33,0,35,0,35,0,38,38,0,39,0,0,40,40,40,0,41,41,0,42,42,0,0,0,46,47,48,0,0,48,48,49,50,0,0,0,0,0,0,0,53,55,56,56,56,0,57,0,57,0,0,0,59,0,0,60,0,0,61
4,0,0,0,5,5,5,6,6,0,0,0,0,0,9,0,10,0,0,0,11,11,11,0,0,12,13,13,13,0,0,15,15,16,16,16,17,0,17,0,0,18,19,19,0,0,20,20,20,0,22,22,22,22,0,22,0,23,23,0,24,26,0,0,0,0,28,28,0,0,0,29,29,0,0,30,30,0,31,0,0,0,0,33,0,0,0,0,0,0,0,0,39,39,0,40,0,0,0,41,41,42,0,42,43,0,46,46,47,48,0,0,0,0,0,50,50,0,0,52,52,52,53,0,0,56,56,56,0,57,0,57,57,0,58,59,0,60,60,0,0,61
4,4,0,5,0,5,5,6,6,0,0,7,0,0,9,0,10,0,0,0,0,0,11,12,12,0,13,0,0,0,14,0,0,16,16,16,17,0,0,0,18,18,0,0,0,20,20,20,20,0,0,22,0,0,0,22,23,23,23,0,24,26,27,0,0,0,28,28,0,0,29,29,0,29,0,30,30,0,31,0,0,32,0,33,0,0,0,35,36,0,0,0,39,39,0,40,0,0,0,41,41,0,42,42,43,43,0,46,47,48,0,0,0,0,0,0,50,0,0,0,52,52,53,0,0,56,56,56,0,57,57,57,57,58,0,59,0,60,60,0,0,61
