0,0,8,11,0,0,0,22,22,0,26,28,0,31,32,0,0,51,55,0,0,59,0,0,80,81,0,91,0,101,101,0,103,105,0,0,113,0,116,116,0,0,0,129,0,0,134,138,0,0,146,148,164,169,175,178,179,179,183,184,184,0,0,0,0,193,0,0,0,0,202,202,0,204,0,0,211,211,213,213,0,215,0,0,223,228,229,0,0,0,232,0
0,0,8,0,0,18,0,22,22,0,0,0,28,31,32,42,44,0,0,0,0,0,0,0,80,81,85,91,0,0,101,0,103,0,0,0,0,0,116,116,0,0,0,129,0,131,134,0,139,142,146,148,164,0,0,178,179,179,183,184,184,186,0,0,0,193,0,0,0,198,202,202,0,204,206,0,211,0,213,213,0,215,0,0,223,228,229,0,0,0,232,0
0,0,8,0,0,18,0,22,22,25,26,28,28,31,32,0,0,0,55,0,58,0,0,0,0,81,0,91,0,101,101,0,0,105,0,0,113,115,116,116,117,122,125,129,130,131,134,138,0,142,0,0,0,169,175,178,179,179,183,184,184,186,0,0,0,0,0,0,196,0,202,202,0,204,206,0,0,0,213,213,215,215,0,0,223,0,0,0,0,0,232,0
0,0,8,11,0,0,0,0,0,0,26,28,28,31,32,0,0,0,0,0,58,59,0,0,80,81,85,0,0,101,101,0,103,105,0,0,113,0,116,116,0,0,0,129,130,131,134,0,139,0,146,0,164,169,175,178,179,179,183,184,0,186,0,0,0,193,0,0,0,198,202,202,0,204,206,0,0,211,0,213,0,215,0,0,0,228,0,0,0,0,232,0
0,0,8,0,0,0,0,0,0,25,26,28,0,0,32,42,44,0,0,0,58,0,0,0,0,0,85,0,0,101,101,102,103,105,0,0,113,0,116,0,0,122,125,129,0,131,134,138,139,142,146,148,164,0,0,178,179,179,183,184,0,186,0,0,0,0,194,0,0,198,202,202,0,204,206,0,0,211,213,0,215,0,0,0,0,228,0,0,0,0,232,0
0,0,8,11,11,0,0,22,22,0,26,0,28,31,32,0,44,0,0,0,0,59,0,0,80,81,85,91,0,101,101,102,103,105,106,0,113,115,116,0,117,122,0,129,130,131,134,0,139,0,146,148,0,169,0,178,179,179,183,0,0,0,0,0,0,0,0,0,0,198,202,202,0,204,206,0,211,211,213,213,0,215,217,0,223,228,229,0,0,0,232,0
5,0,8,11,0,18,19,0,0,0,26,28,0,0,0,42,0,0,0,0,58,0,0,0,80,81,85,91,0,101,0,102,0,0,0,0,113,0,116,116,0,122,0,129,0,131,134,0,139,0,146,148,164,169,0,0,179,179,183,184,0,0,0,0,0,0,0,0,196,198,202,202,0,204,206,0,0,211,0,213,215,215,217,0,0,228,229,0,0,0,232,0
0,0,8,0,0,18,0,22,0,0,26,28,0,31,32,42,0,51,0,0,58,0,0,0,80,81,85,91,0,101,101,0,103,105,0,0,0,0,116,116,0,122,0,129,130,131,134,138,0,0,146,148,0,169,0,178,179,179,183,184,0,186,0,0,0,193,194,0,0,0,202,202,0,204,206,0,211,211,0,213,0,215,0,0,223,228,229,0,0,0,232,0
0,0,8,0,11,0,19,0,22,0,26,28,0,31,32,0,0,0,55,0,58,59,0,0,0,81,0,91,0,101,101,102,103,105,0,0,113,0,116,116,0,122,0,129,0,131,134,138,139,142,0,0,164,0,175,178,179,0,0,184,184,186,0,0,0,0,0,0,0,198,0,202,0,0,206,0,211,0,213,213,0,215,217,0,223,0,0,0,230,0,232,0
0,0,8,11,0,18,0,22,0,0,26,28,0,0,32,0,0,51,0,0,58,59,0,0,0,81,0,91,0,101,101,0,0,0,106,0,113,0,116,116,0,122,0,129,0,0,0,138,0,0,0,0,164,0,0,178,179,0,183,184,184,186,0,0,187,193,194,0,0,198,202,202,202,0,0,0,0,211,213,213,0,215,0,217,0,0,229,0,0,0,232,0
0,0,8,0,11,18,0,22,0,25,26,0,28,31,32,42,0,0,0,0,0,0,0,0,80,81,0,91,0,0,101,0,103,105,0,0,113,115,116,116,0,0,0,129,0,131,0,138,0,142,146,148,164,0,0,178,179,0,0,184,184,186,0,0,0,193,0,0,0,198,0,202,0,204,206,0,211,211,0,0,215,215,217,0,0,228,0,0,230,0,232,0
0,0,8,0,0,0,0,22,0,25,0,28,28,0,32,0,0,0,0,0,0,59,0,0,80,81,85,91,0,101,101,102,0,105,0,0,113,0,116,116,0,122,0,129,130,131,134,138,139,142,146,148,0,0,0,178,179,0,183,184,0,186,0,0,187,0,0,0,196,0,202,202,0,204,206,0,0,211,213,213,215,215,217,217,223,228,229,0,0,0,232,0
0,0,8,11,11,0,0,0,22,25,26,0,28,0,32,0,0,0,0,0,58,0,0,67,80,81,85,91,0,0,101,0,0,105,0,0,113,0,116,116,0,122,125,129,0,131,134,138,0,0,146,0,164,0,175,0,179,179,0,0,0,186,0,0,0,0,0,0,0,198,202,202,0,0,0,207,0,211,213,213,0,215,217,0,223,228,229,0,0,0,232,0
0,0,8,11,0,0,0,0,0,0,0,0,28,31,32,0,0,0,0,0,58,0,0,0,80,81,85,91,0,101,0,102,0,105,0,0,113,0,116,116,0,122,125,129,0,131,134,138,0,0,146,0,164,169,175,178,179,179,183,184,184,186,0,0,0,0,0,0,0,198,202,0,0,204,206,0,211,211,213,213,215,215,0,0,223,0,229,0,230,0,232,0
