0,3,0,0,6,0,8,8,0,9,10,10,0,0,11,12,12,12,15,16,17,0,0,0,0,0,21,21,0,0,0,0,26,27,27,28,31,0,0,0,36,36,38,39,0,41,41,0,42,43,0,0,0,0,46,0,0,49,0,49,49,0,0,0,0,51,0,52,0,0,0,55,0,0,0,59,0,0,61,61,62,62,0,63,0,69,70,0,71,0,0,0,0,0,76,76,76,0,0,0,0,80,81,81,0,82,85,0,0,0,87,0,91,0,0,0,0,0,0,95,0,96,96,97,98,98,100,101,0,0,103,103,104,104,0,0,107,107,107,0,109,109,0,0,0,0,0,115,0,116,116,117,0,0,0,0,119,0,0,121,0,125
0,3,4,6,0,0,8,0,0,9,0,0,10,0,11,12,12,12,0,16,17,19,0,0,21,0,21,0,0,0,24,0,26,27,0,28,31,0,0,0,0,36,0,39,0,41,41,42,42,43,0,0,0,0,0,0,0,49,49,49,0,0,50,50,0,51,51,52,0,0,0,55,0,0,0,0,0,0,61,61,62,0,0,63,0,0,70,0,0,0,0,0,0,75,76,76,76,0,0,79,80,80,0,81,0,82,0,0,0,87,87,87,0,0,92,0,0,0,94,0,0,96,96,97,98,98,100,0,102,103,103,103,0,104,106,0,107,0,107,0,109,109,109,112,0,114,0,0,0,116,116,117,0,119,0,0,119,0,0,121,0,125
0,3,4,0,0,6,8,8,0,9,0,0,0,0,11,0,12,0,15,0,17,19,19,0,21,0,0,0,22,23,0,0,26,27,27,28,0,32,0,0,36,0,38,39,40,0,0,0,42,43,0,0,0,0,46,0,48,49,0,49,49,0,50,0,0,51,51,0,53,0,0,0,0,57,0,0,0,61,0,61,62,0,0,63,65,69,70,0,71,0,0,0,0,0,76,76,76,77,79,0,0,0,81,81,0,82,85,86,0,0,87,87,0,0,0,0,94,0,94,95,0,96,0,97,98,98,100,101,0,0,0,0,0,104,0,106,107,0,0,0,109,0,109,0,0,0,0,0,0,116,116,117,117,0,0,0,119,0,121,121,0,125
0,3,0,0,0,6,0,0,0,9,0,10,0,11,11,12,12,12,0,16,17,19,19,0,21,0,21,0,0,0,24,26,26,0,27,28,0,32,0,0,0,36,0,39,40,0,0,42,42,43,44,44,0,0,0,0,0,49,0,49,49,0,50,0,0,51,0,0,53,53,0,55,0,0,58,0,60,61,61,61,62,62,0,63,0,0,70,0,71,71,0,0,73,75,76,76,76,0,0,0,80,80,81,81,0,82,85,86,0,0,87,87,91,0,0,93,94,94,94,0,96,0,96,97,98,98,100,101,102,0,103,103,104,104,0,106,107,0,107,109,109,0,0,0,0,0,114,0,0,116,116,117,117,0,0,119,119,0,121,121,124,125
2,3,4,0,0,0,8,0,0,9,10,0,0,11,11,0,12,0,15,16,17,19,0,0,21,0,21,21,22,0,24,0,0,27,27,0,0,0,0,0,36,36,38,39,40,41,0,42,42,43,44,0,0,0,0,48,48,49,49,49,49,0,0,0,50,51,51,0,53,0,0,55,0,0,0,59,60,0,61,61,62,62,0,63,0,0,70,70,71,71,0,73,73,0,76,76,76,0,0,0,0,80,0,81,0,82,85,86,0,0,87,87,0,0,0,93,94,0,0,95,96,96,96,97,98,98,100,101,0,0,103,0,104,0,0,106,0,0,107,0,109,109,0,0,0,114,114,0,0,116,116,0,0,119,0,119,119,0,121,121,124,125
0,3,4,0,6,0,0,8,9,9,10,10,0,0,11,12,12,0,15,16,17,19,0,0,21,0,0,21,0,0,0,26,0,27,27,0,0,0,0,0,0,36,0,39,0,0,0,0,42,43,0,0,0,45,0,0,48,0,0,49,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,60,0,61,61,62,0,0,63,0,0,70,0,0,71,0,0,73,75,76,0,76,0,0,0,0,80,81,81,0,82,85,86,0,87,87,87,91,0,0,93,94,0,94,95,0,96,96,97,0,98,100,0,102,0,103,0,104,104,106,106,0,0,107,109,109,0,0,0,0,0,114,0,0,116,116,117,0,119,0,0,119,0,121,0,124,125
2,3,0,0,6,0,8,8,0,9,10,10,0,11,0,12,12,0,15,16,17,0,19,0,21,0,21,0,0,23,24,0,0,27,27,0,31,32,0,0,0,36,38,39,0,0,0,42,42,0,44,44,0,45,0,0,48,49,0,49,49,0,0,50,0,51,0,0,0,0,54,55,0,0,0,0,60,0,0,61,62,0,0,63,0,0,70,0,71,71,0,0,73,75,76,76,76,0,79,79,80,0,81,81,0,82,85,86,0,87,87,87,91,0,0,93,94,0,94,95,96,96,0,0,0,98,100,0,102,103,103,0,0,104,0,106,0,0,107,0,109,109,0,0,0,114,114,115,0,116,116,117,0,0,0,119,119,0,121,121,124,0
0,3,4,6,6,6,8,8,9,9,10,0,0,11,11,0,12,0,15,16,17,19,0,0,21,0,0,0,0,23,24,0,26,0,27,0,0,32,0,0,36,36,0,39,40,0,41,0,42,43,44,0,0,0,46,48,48,49,0,49,49,0,0,50,0,51,51,0,53,0,0,55,0,0,0,0,60,0,61,61,62,0,0,63,65,0,70,0,71,71,0,0,73,75,76,76,0,0,0,0,80,80,81,81,0,82,85,86,0,0,87,87,0,0,0,0,94,0,0,95,0,96,0,97,98,98,100,0,102,103,0,0,0,104,106,106,107,0,107,0,109,109,0,0,0,0,114,0,115,116,116,117,117,119,0,119,119,0,121,121,124,125
0,0,4,0,0,6,8,0,9,9,10,10,0,0,11,12,12,0,15,16,17,19,19,0,21,0,21,0,0,0,0,0,26,0,27,28,31,0,0,0,36,36,38,39,0,41,0,0,42,43,0,0,0,0,0,48,0,49,0,49,49,0,50,50,0,51,51,0,53,0,0,0,0,57,0,0,0,0,61,61,62,62,0,63,0,0,0,0,71,0,0,0,73,75,76,0,76,0,0,79,80,80,81,81,0,82,0,0,0,0,87,87,0,0,0,93,94,0,0,0,96,96,96,97,0,98,100,101,0,103,103,103,104,104,0,106,107,0,107,109,0,109,0,112,0,114,0,115,0,0,116,117,117,119,0,119,119,0,121,121,0,125
0,3,0,6,0,6,8,0,9,9,10,0,0,11,11,12,12,0,15,16,0,19,0,21,21,0,21,0,22,0,24,0,0,0,27,0,31,0,0,0,36,36,38,39,40,41,0,0,42,43,44,0,0,0,46,48,0,49,0,49,0,50,50,0,0,51,0,52,0,0,0,55,0,0,58,0,0,0,61,0,62,0,0,63,0,0,70,70,71,71,0,73,0,75,76,0,76,0,0,0,0,0,81,81,0,82,0,86,0,0,87,87,91,0,0,93,94,0,0,95,0,96,96,97,98,98,0,101,0,0,103,0,0,104,106,106,0,0,0,109,109,109,0,0,0,0,114,0,0,116,116,117,0,0,0,0,0,0,121,121,0,0
