0,0,0,0,2,0,2,0,0,0,3,0,0,0,5,6,0,7,9,10,0,0,13,0,0,17,17,0,18,18,18,19,0,0,22,0,25,0,26,0,27,0,27,0,0,30,0,0,0,0,33,33,0,36,0,0,0,0,41,0,0,0,46
0,0,1,0,2,2,2,2,0,0,3,0,4,0,5,6,7,7,0,0,0,13,13,0,0,17,17,0,18,18,18,19,0,0,22,0,0,0,26,0,0,0,27,0,0,30,31,0,0,33,33,33,0,36,39,0,0,0,0,0,41,45,46
0,0,0,1,2,2,2,2,0,3,3,4,0,0,5,6,0,0,0,0,12,13,13,0,15,17,17,0,18,18,18,19,19,0,0,23,25,0,26,0,27,0,27,0,29,30,0,32,32,33,33,33,0,36,0,0,0,0,0,0,0,45,0
1,0,0,0,2,2,2,2,0,3,3,0,0,0,5,0,0,7,0,0,12,13,13,0,0,17,17,0,18,18,18,0,0,0,0,0,25,0,26,0,27,0,27,0,29,30,31,0,0,33,33,0,0,36,39,39,0,0,0,0,0,0,0
1,0,0,1,2,0,2,2,0,3,3,4,4,0,5,6,7,7,0,0,12,13,0,0,15,17,0,0,18,18,18,19,19,0,22,23,0,0,26,0,27,0,27,0,0,30,0,32,0,0,33,33,0,36,39,0,40,0,41,0,41,45,0
1,0,1,1,2,2,2,0,0,0,3,0,0,0,0,0,0,7,0,0,12,13,0,0,0,0,0,0,18,18,18,19,0,0,0,0,25,0,26,0,27,0,27,0,0,30,31,32,0,0,33,33,0,36,0,39,0,0,41,0,0,45,0
0,0,1,1,2,2,2,2,0,3,3,4,4,0,0,6,0,7,0,0,12,0,0,13,0,0,17,0,0,18,18,19,19,0,0,0,25,0,26,0,27,0,27,0,0,30,31,0,0,0,33,33,0,36,0,0,0,40,41,0,0,45,0
0,0,1,1,2,0,2,2,0,3,3,0,4,5,0,6,0,7,0,0,0,13,13,13,0,17,17,0,18,18,18,19,0,0,0,0,0,0,26,0,27,0,27,0,0,30,31,0,32,33,33,0,0,36,0,0,0,0,41,0,0,0,0
0,0,0,1,2,0,2,0,0,0,3,4,4,0,5,6,0,7,0,10,12,13,13,0,15,17,0,0,18,18,18,19,19,19,22,0,25,0,26,0,27,0,27,0,0,30,0,0,0,33,33,0,0,36,0,0,0,40,41,0,0,45,46
0,0,0,1,2,0,0,2,0,0,3,4,4,0,5,6,0,7,9,10,12,13,13,0,15,17,17,0,0,18,18,0,0,19,0,0,25,0,26,0,27,0,27,0,0,30,31,32,32,33,33,33,0,36,0,0,0,0,0,41,0,45,46
1,0,0,1,2,0,2,0,0,3,3,0,0,0,5,0,0,7,0,0,12,13,13,13,0,17,17,0,18,18,18,19,19,19,22,23,25,0,0,0,27,0,27,0,0,30,31,32,0,33,33,33,0,36,0,0,0,40,0,0,41,0,0
0,0,0,1,2,0,2,2,0,3,3,0,0,0,5,0,7,7,0,10,12,13,0,13,0,0,17,0,18,18,18,19,19,0,22,0,25,0,26,0,27,0,27,0,29,30,0,32,0,33,33,33,0,36,0,0,0,0,0,0,0,45,0
1,0,0,1,2,0,0,2,0,3,0,4,4,0,5,6,0,7,0,0,12,13,13,0,0,0,17,0,18,18,18,0,19,0,22,0,25,0,26,0,27,0,27,0,0,30,31,32,0,0,33,33,0,36,0,0,0,0,0,0,0,0,0
0,0,0,1,2,2,0,0,0,3,3,4,4,5,0,6,0,0,9,0,12,13,0,0,0,0,17,0,18,18,18,19,19,0,22,23,0,0,26,0,27,27,27,28,29,30,31,32,32,33,33,33,0,36,0,0,0,0,0,41,0,45,46
1,0,0,0,2,2,2,0,0,3,3,0,4,0,0,0,0,7,0,0,0,13,13,0,0,17,17,0,0,18,18,19,0,19,0,23,25,0,26,0,27,0,27,0,29,30,31,32,0,0,33,33,33,36,0,0,0,0,0,0,41,45,0
0,0,1,1,0,2,2,2,0,3,3,0,4,0,5,6,0,7,0,0,12,13,13,13,0,0,17,0,18,18,18,19,19,0,0,23,0,0,26,0,27,0,27,0,0,0,31,32,32,0,33,33,0,36,0,39,0,40,0,0,41,0,0
0,0,0,1,2,2,2,2,0,0,0,0,4,0,0,6,0,7,0,10,12,13,13,0,0,0,17,0,18,18,18,19,0,0,22,0,25,0,26,0,27,0,27,0,0,30,0,32,0,33,33,0,0,36,0,0,40,40,41,41,41,45,0
0,1,0,1,2,0,0,0,0,0,3,4,0,5,5,0,0,7,0,10,0,13,0,13,0,0,0,0,18,18,18,19,19,0,22,0,25,0,26,0,27,0,27,0,0,30,0,0,0,0,33,33,0,36,39,0,0,0,0,0,0,0,0
0,0,1,1,2,0,2,2,0,3,3,4,0,0,0,6,0,7,0,10,12,0,13,13,0,0,17,0,18,18,18,19,19,0,0,0,0,0,26,26,27,0,27,0,0,30,31,32,32,0,33,33,0,36,0,0,0,0,0,0,0,0,46
0,0,0,1,2,0,0,2,2,3,3,0,4,0,0,0,0,7,0,0,0,13,0,0,0,17,17,0,18,18,18,19,19,19,22,0,25,0,26,0,27,0,27,0,0,30,31,32,0,0,33,33,0,36,0,0,0,0,41,0,0,45,46
0,1,1,1,2,2,2,2,0,3,0,0,0,0,0,6,7,0,0,0,12,13,13,0,0,17,0,0,18,18,18,19,0,0,22,0,25,0,26,0,27,0,27,0,0,30,0,32,0,33,33,0,0,36,0,0,40,0,0,0,41,45,0
0,0,0,1,2,0,0,2,0,3,3,0,0,0,5,0,0,7,0,0,12,0,13,13,0,17,17,0,18,18,18,19,19,0,22,0,25,0,26,0,0,0,27,0,0,30,31,32,0,33,33,33,33,36,0,0,40,0,0,0,0,45,0
1,0,0,1,2,2,2,2,0,3,3,0,0,0,5,0,7,7,0,0,0,13,13,0,0,17,17,0,0,18,18,19,19,0,22,23,25,0,26,0,27,0,27,0,0,30,0,32,0,33,33,0,0,36,0,0,0,0,0,41,0,45,0
0,1,0,1,2,2,2,2,0,0,3,0,4,5,0,0,0,7,0,10,12,13,13,0,0,17,17,0,18,18,18,19,19,0,22,23,0,0,26,0,0,27,27,0,0,30,31,0,32,33,33,33,0,36,0,0,0,0,0,0,41,45,0
0,0,0,1,0,2,0,2,2,3,3,4,4,0,0,6,0,7,9,10,12,13,13,0,0,17,17,0,18,18,18,19,19,0,0,23,0,0,26,0,0,0,27,0,0,30,0,32,32,33,0,33,0,0,0,39,0,0,0,0,0,45,0
